"year","zone","domain","measure","value"
"2006","S01002257","Crime","Vigintile",4
"2012","S01002257","Crime","Vigintile",7
"2009","S01002257","Crime","Vigintile",5
"2009","S01002257","Income","Vigintile",11
"2006","S01002257","Income","Vigintile",14
"2012","S01002257","Income","Vigintile",12
"2004","S01002257","Income","Vigintile",11
"2012","S01002257","SIMD","Vigintile",13
"2006","S01002257","SIMD","Vigintile",14
"2004","S01002257","SIMD","Vigintile",13
"2009","S01002257","SIMD","Vigintile",13
"2012","S01002257","Housing","Quintile",3
"2004","S01002257","Employment","Quintile",4
"2009","S01002257","Income","Quintile",3
"2006","S01002257","Income","Quintile",4
"2012","S01002257","Income","Quintile",3
"2006","S01002257","Housing","Quintile",3
"2004","S01002257","Income","Quintile",3
"2009","S01002257","Housing","Quintile",3
"2006","S01002257","Health","Quintile",3
"2012","S01002257","Education Skills And Training","Quintile",3
"2004","S01002257","Health","Quintile",3
"2004","S01002257","Education Skills And Training","Quintile",3
"2009","S01002257","Education Skills And Training","Quintile",4
"2012","S01002257","Health","Quintile",3
"2009","S01002257","Health","Quintile",3
"2006","S01002257","Employment","Quintile",4
"2009","S01002257","SIMD","Quintile",4
"2006","S01002257","Education Skills And Training","Quintile",4
"2004","S01002257","SIMD","Quintile",4
"2009","S01002257","Employment","Quintile",3
"2006","S01002257","SIMD","Quintile",4
"2012","S01002257","Crime","Quintile",2
"2009","S01002257","Crime","Quintile",2
"2012","S01002257","SIMD","Quintile",4
"2012","S01002257","Access To Services","Quintile",5
"2009","S01002257","Access To Services","Quintile",5
"2012","S01002257","Employment","Quintile",3
"2006","S01002257","Crime","Quintile",1
"2006","S01002257","Access To Services","Quintile",5
"2004","S01002257","Access To Services","Quintile",5
"2004","S01002257","Housing","Quintile",3
"2012","S01002258","Access To Services","Rank",6456
"2006","S01002258","Health","Rank",2132
"2009","S01002258","Employment","Rank",3768
"2012","S01002258","Health","Rank",2274
"2006","S01002258","SIMD","Rank",2014
"2006","S01002258","Crime","Rank",1905
"2004","S01002258","Employment","Rank",2810
"2012","S01002258","Crime","Rank",2173
"2004","S01002258","Access To Services","Rank",6303
"2009","S01002258","Health","Rank",2507
"2012","S01002258","Income","Rank",2365
"2004","S01002258","Health","Rank",1577
"2004","S01002258","Income","Rank",1437
"2004","S01002258","SIMD","Rank",1484
"2012","S01002258","Education Skills And Training","Rank",1148
"2009","S01002258","Access To Services","Rank",6435
"2006","S01002258","Income","Rank",1903
"2012","S01002258","Employment","Rank",3807
"2006","S01002258","Housing","Rank",67
"2012","S01002258","Housing","Rank",67
"2006","S01002258","Employment","Rank",3287
"2009","S01002258","Crime","Rank",2684
"2006","S01002258","Access To Services","Rank",6392
"2009","S01002258","Education Skills And Training","Rank",1118
"2012","S01002258","SIMD","Rank",2529
"2004","S01002258","Education Skills And Training","Rank",617
"2009","S01002258","SIMD","Rank",2396
"2009","S01002258","Income","Rank",1845
"2009","S01002258","Housing","Rank",67
"2006","S01002258","Education Skills And Training","Rank",697
"2004","S01002258","Housing","Rank",67
"2006","S01002258","SIMD","Decile",4
"2012","S01002258","Education Skills And Training","Decile",2
"2004","S01002258","Access To Services","Decile",10
"2006","S01002258","Access To Services","Decile",10
"2012","S01002258","Crime","Decile",4
"2009","S01002258","SIMD","Decile",4
"2009","S01002258","Access To Services","Decile",10
"2009","S01002258","Crime","Decile",5
"2012","S01002258","Access To Services","Decile",10
"2006","S01002258","Crime","Decile",3
"2012","S01002258","Employment","Decile",6
"2004","S01002258","Employment","Decile",5
"2006","S01002258","Employment","Decile",6
"2012","S01002258","SIMD","Decile",4
"2004","S01002258","SIMD","Decile",3
"2009","S01002258","Employment","Decile",6
"2012","S01002258","Health","Decile",4
"2004","S01002258","Education Skills And Training","Decile",1
"2006","S01002258","Health","Decile",4
"2006","S01002258","Education Skills And Training","Decile",2
"2009","S01002258","Health","Decile",4
"2009","S01002258","Education Skills And Training","Decile",2
"2004","S01002258","Health","Decile",3
"2006","S01002258","Income","Decile",3
"2004","S01002258","Housing","Decile",1
"2012","S01002258","Housing","Decile",1
"2004","S01002258","Income","Decile",3
"2012","S01002258","Income","Decile",4
"2009","S01002258","Housing","Decile",1
"2006","S01002258","Housing","Decile",1
"2009","S01002258","Income","Decile",3
"2009","S01002258","Education Skills And Training","Vigintile",4
"2012","S01002258","Education Skills And Training","Vigintile",4
"2006","S01002258","Education Skills And Training","Vigintile",3
"2004","S01002258","Education Skills And Training","Vigintile",2
"2009","S01002258","Employment","Vigintile",12
"2004","S01002258","Employment","Vigintile",9
"2006","S01002258","Employment","Vigintile",11
"2012","S01002258","Employment","Vigintile",12
"2004","S01002258","Health","Vigintile",5
"2012","S01002258","Health","Vigintile",7
"2006","S01002258","Health","Vigintile",7
"2009","S01002258","Health","Vigintile",8
"2012","S01002258","Housing","Vigintile",1
"2004","S01002258","Housing","Vigintile",1
"2006","S01002258","Housing","Vigintile",1
"2009","S01002258","Housing","Vigintile",1
"2004","S01002258","Access To Services","Vigintile",20
"2006","S01002258","Access To Services","Vigintile",20
"2009","S01002258","Access To Services","Vigintile",20
"2012","S01002258","Access To Services","Vigintile",20
"2006","S01002258","Crime","Vigintile",6
"2012","S01002258","Crime","Vigintile",7
"2009","S01002258","Crime","Vigintile",9
"2009","S01002258","Income","Vigintile",6
"2006","S01002258","Income","Vigintile",6
"2012","S01002258","Income","Vigintile",8
"2004","S01002258","Income","Vigintile",5
"2012","S01002258","SIMD","Vigintile",8
"2006","S01002258","SIMD","Vigintile",7
"2004","S01002258","SIMD","Vigintile",5
"2009","S01002258","SIMD","Vigintile",8
"2012","S01002258","Housing","Quintile",1
"2004","S01002258","Employment","Quintile",3
"2009","S01002258","Income","Quintile",2
"2006","S01002258","Income","Quintile",2
"2012","S01002258","Income","Quintile",2
"2006","S01002258","Housing","Quintile",1
"2004","S01002258","Income","Quintile",2
"2009","S01002258","Housing","Quintile",1
"2006","S01002258","Health","Quintile",2
"2012","S01002258","Education Skills And Training","Quintile",1
"2004","S01002258","Health","Quintile",2
"2004","S01002258","Education Skills And Training","Quintile",1
"2009","S01002258","Education Skills And Training","Quintile",1
"2012","S01002258","Health","Quintile",2
"2009","S01002258","Health","Quintile",2
"2006","S01002258","Employment","Quintile",3
"2009","S01002258","SIMD","Quintile",2
"2006","S01002258","Education Skills And Training","Quintile",1
"2004","S01002258","SIMD","Quintile",2
"2009","S01002258","Employment","Quintile",3
"2006","S01002258","SIMD","Quintile",2
"2012","S01002258","Crime","Quintile",2
"2009","S01002258","Crime","Quintile",3
"2012","S01002258","SIMD","Quintile",2
"2012","S01002258","Access To Services","Quintile",5
"2009","S01002258","Access To Services","Quintile",5
"2012","S01002258","Employment","Quintile",3
"2006","S01002258","Crime","Quintile",2
"2006","S01002258","Access To Services","Quintile",5
"2004","S01002258","Access To Services","Quintile",5
"2004","S01002258","Housing","Quintile",1
"2006","S01002259","Employment","Rank",3602
"2004","S01002259","Housing","Rank",1489
"2004","S01002259","Education Skills And Training","Rank",3703
"2009","S01002259","Health","Rank",4770
"2006","S01002259","Housing","Rank",1489
"2012","S01002259","Housing","Rank",1489
"2004","S01002259","Health","Rank",3569
"2012","S01002259","Health","Rank",4576
"2009","S01002259","SIMD","Rank",4259
"2012","S01002259","Income","Rank",3119
"2006","S01002259","Health","Rank",3939
"2004","S01002259","Income","Rank",4529
"2012","S01002259","Education Skills And Training","Rank",3262
"2006","S01002259","Income","Rank",3688
"2006","S01002259","Education Skills And Training","Rank",3205
"2009","S01002259","Income","Rank",3424
"2006","S01002259","Crime","Rank",5438
"2009","S01002259","Crime","Rank",3963
"2009","S01002259","Education Skills And Training","Rank",2796
"2012","S01002259","Crime","Rank",4484
"2012","S01002259","Access To Services","Rank",3137
"2004","S01002259","Employment","Rank",4477
"2009","S01002259","Access To Services","Rank",4746
"2012","S01002259","SIMD","Rank",3575
"2006","S01002259","Access To Services","Rank",4713
"2006","S01002259","SIMD","Rank",4090
"2009","S01002259","Employment","Rank",4411
"2004","S01002259","Access To Services","Rank",2914
"2004","S01002259","SIMD","Rank",4267
"2009","S01002259","Housing","Rank",1489
"2012","S01002259","Employment","Rank",3102
"2006","S01002259","Education Skills And Training","Decile",5
"2012","S01002259","Education Skills And Training","Decile",6
"2004","S01002259","Education Skills And Training","Decile",6
"2009","S01002259","Education Skills And Training","Decile",5
"2006","S01002259","Employment","Decile",6
"2009","S01002259","Employment","Decile",7
"2012","S01002259","Employment","Decile",5
"2004","S01002259","Employment","Decile",7
"2009","S01002259","Health","Decile",8
"2004","S01002259","Health","Decile",6
"2012","S01002259","Health","Decile",8
"2006","S01002259","Health","Decile",7
"2012","S01002259","Housing","Decile",3
"2009","S01002259","Housing","Decile",3
"2006","S01002259","Housing","Decile",3
"2004","S01002259","Housing","Decile",3
"2004","S01002259","Access To Services","Decile",5
"2006","S01002259","Access To Services","Decile",8
"2009","S01002259","Access To Services","Decile",8
"2012","S01002259","Access To Services","Decile",5
"2006","S01002259","Crime","Decile",9
"2009","S01002259","Crime","Decile",7
"2012","S01002259","Crime","Decile",7
"2009","S01002259","Income","Decile",6
"2012","S01002259","Income","Decile",5
"2004","S01002259","Income","Decile",7
"2006","S01002259","Income","Decile",6
"2004","S01002259","SIMD","Decile",7
"2006","S01002259","SIMD","Decile",7
"2012","S01002259","SIMD","Decile",6
"2009","S01002259","SIMD","Decile",7
"2006","S01002259","Housing","Vigintile",5
"2004","S01002259","Access To Services","Vigintile",9
"2012","S01002259","SIMD","Vigintile",11
"2006","S01002259","SIMD","Vigintile",13
"2006","S01002259","Access To Services","Vigintile",15
"2009","S01002259","Access To Services","Vigintile",15
"2006","S01002259","Employment","Vigintile",12
"2012","S01002259","Employment","Vigintile",10
"2012","S01002259","Access To Services","Vigintile",10
"2006","S01002259","Crime","Vigintile",17
"2012","S01002259","Crime","Vigintile",14
"2004","S01002259","Employment","Vigintile",14
"2009","S01002259","Crime","Vigintile",13
"2009","S01002259","Employment","Vigintile",14
"2009","S01002259","Income","Vigintile",11
"2004","S01002259","SIMD","Vigintile",14
"2006","S01002259","Education Skills And Training","Vigintile",10
"2012","S01002259","Education Skills And Training","Vigintile",11
"2006","S01002259","Income","Vigintile",12
"2009","S01002259","SIMD","Vigintile",14
"2012","S01002259","Income","Vigintile",10
"2012","S01002259","Health","Vigintile",15
"2006","S01002259","Health","Vigintile",13
"2012","S01002259","Housing","Vigintile",5
"2004","S01002259","Income","Vigintile",14
"2009","S01002259","Education Skills And Training","Vigintile",9
"2004","S01002259","Health","Vigintile",11
"2004","S01002259","Education Skills And Training","Vigintile",12
"2009","S01002259","Housing","Vigintile",5
"2009","S01002259","Health","Vigintile",15
"2004","S01002259","Housing","Vigintile",5
"2012","S01002259","Education Skills And Training","Quintile",3
"2012","S01002259","Housing","Quintile",2
"2012","S01002259","Employment","Quintile",3
"2004","S01002259","Housing","Quintile",2
"2004","S01002259","Access To Services","Quintile",3
"2009","S01002259","Income","Quintile",3
"2004","S01002259","Employment","Quintile",4
"2006","S01002259","Income","Quintile",3
"2012","S01002259","Income","Quintile",3
"2006","S01002259","Access To Services","Quintile",4
"2009","S01002259","Health","Quintile",4
"2004","S01002259","Income","Quintile",4
"2009","S01002259","Access To Services","Quintile",4
"2004","S01002259","SIMD","Quintile",4
"2012","S01002259","Access To Services","Quintile",3
"2006","S01002259","Health","Quintile",4
"2009","S01002259","SIMD","Quintile",4
"2006","S01002259","Housing","Quintile",2
"2006","S01002259","SIMD","Quintile",4
"2004","S01002259","Health","Quintile",3
"2012","S01002259","Crime","Quintile",4
"2009","S01002259","Employment","Quintile",4
"2009","S01002259","Crime","Quintile",4
"2006","S01002259","Employment","Quintile",3
"2012","S01002259","SIMD","Quintile",3
"2012","S01002259","Health","Quintile",4
"2009","S01002259","Housing","Quintile",2
"2006","S01002259","Crime","Quintile",5
"2009","S01002259","Education Skills And Training","Quintile",3
"2006","S01002259","Education Skills And Training","Quintile",3
"2004","S01002259","Education Skills And Training","Quintile",3
"2012","S01002260","Access To Services","Rank",1383
"2006","S01002260","Health","Rank",6438
"2009","S01002260","Employment","Rank",6301
"2012","S01002260","Health","Rank",5880
"2006","S01002260","SIMD","Rank",6039
"2006","S01002260","Crime","Rank",6166
"2004","S01002260","Employment","Rank",6386
"2012","S01002260","Crime","Rank",5396
"2004","S01002260","Access To Services","Rank",1184
"2009","S01002260","Health","Rank",6378
"2012","S01002260","Income","Rank",5890
"2004","S01002260","Health","Rank",6423
"2004","S01002260","Income","Rank",6267
"2004","S01002260","SIMD","Rank",6205
"2012","S01002260","Education Skills And Training","Rank",6405
"2009","S01002260","Access To Services","Rank",1676
"2006","S01002260","Income","Rank",6259
"2012","S01002260","Employment","Rank",6372
"2006","S01002260","Housing","Rank",6096
"2012","S01002260","Housing","Rank",6096
"2006","S01002260","Employment","Rank",6164
"2009","S01002260","Crime","Rank",6292
"2006","S01002260","Access To Services","Rank",915
"2009","S01002260","Education Skills And Training","Rank",6469
"2012","S01002260","SIMD","Rank",6055
"2004","S01002260","Education Skills And Training","Rank",6448
"2009","S01002260","SIMD","Rank",6142
"2009","S01002260","Income","Rank",5675
"2009","S01002260","Housing","Rank",6096
"2006","S01002260","Education Skills And Training","Rank",6456
"2004","S01002260","Housing","Rank",6096
"2006","S01002260","SIMD","Decile",10
"2012","S01002260","Education Skills And Training","Decile",10
"2004","S01002260","Access To Services","Decile",2
"2006","S01002260","Access To Services","Decile",2
"2012","S01002260","Crime","Decile",9
"2009","S01002260","SIMD","Decile",10
"2009","S01002260","Access To Services","Decile",3
"2009","S01002260","Crime","Decile",10
"2012","S01002260","Access To Services","Decile",3
"2006","S01002260","Crime","Decile",10
"2012","S01002260","Employment","Decile",10
"2004","S01002260","Employment","Decile",10
"2006","S01002260","Employment","Decile",10
"2012","S01002260","SIMD","Decile",10
"2004","S01002260","SIMD","Decile",10
"2009","S01002260","Employment","Decile",10
"2012","S01002260","Health","Decile",10
"2004","S01002260","Education Skills And Training","Decile",10
"2006","S01002260","Health","Decile",10
"2006","S01002260","Education Skills And Training","Decile",10
"2009","S01002260","Health","Decile",10
"2009","S01002260","Education Skills And Training","Decile",10
"2004","S01002260","Health","Decile",10
"2006","S01002260","Income","Decile",10
"2004","S01002260","Housing","Decile",10
"2012","S01002260","Housing","Decile",10
"2004","S01002260","Income","Decile",10
"2012","S01002260","Income","Decile",10
"2009","S01002260","Housing","Decile",10
"2006","S01002260","Housing","Decile",10
"2009","S01002260","Income","Decile",9
"2009","S01002260","Education Skills And Training","Vigintile",20
"2012","S01002260","Education Skills And Training","Vigintile",20
"2006","S01002260","Education Skills And Training","Vigintile",20
"2004","S01002260","Education Skills And Training","Vigintile",20
"2009","S01002260","Employment","Vigintile",20
"2004","S01002260","Employment","Vigintile",20
"2006","S01002260","Employment","Vigintile",19
"2012","S01002260","Employment","Vigintile",20
"2004","S01002260","Health","Vigintile",20
"2012","S01002260","Health","Vigintile",19
"2006","S01002260","Health","Vigintile",20
"2009","S01002260","Health","Vigintile",20
"2012","S01002260","Housing","Vigintile",19
"2004","S01002260","Housing","Vigintile",19
"2006","S01002260","Housing","Vigintile",19
"2009","S01002260","Housing","Vigintile",19
"2004","S01002260","Access To Services","Vigintile",4
"2006","S01002260","Access To Services","Vigintile",3
"2009","S01002260","Access To Services","Vigintile",6
"2012","S01002260","Access To Services","Vigintile",5
"2006","S01002260","Crime","Vigintile",19
"2012","S01002260","Crime","Vigintile",17
"2009","S01002260","Crime","Vigintile",20
"2009","S01002260","Income","Vigintile",18
"2006","S01002260","Income","Vigintile",20
"2012","S01002260","Income","Vigintile",19
"2004","S01002260","Income","Vigintile",20
"2012","S01002260","SIMD","Vigintile",19
"2006","S01002260","SIMD","Vigintile",19
"2004","S01002260","SIMD","Vigintile",20
"2009","S01002260","SIMD","Vigintile",19
"2012","S01002260","Housing","Quintile",5
"2004","S01002260","Employment","Quintile",5
"2009","S01002260","Income","Quintile",5
"2006","S01002260","Income","Quintile",5
"2012","S01002260","Income","Quintile",5
"2006","S01002260","Housing","Quintile",5
"2004","S01002260","Income","Quintile",5
"2009","S01002260","Housing","Quintile",5
"2006","S01002260","Health","Quintile",5
"2012","S01002260","Education Skills And Training","Quintile",5
"2004","S01002260","Health","Quintile",5
"2004","S01002260","Education Skills And Training","Quintile",5
"2009","S01002260","Education Skills And Training","Quintile",5
"2012","S01002260","Health","Quintile",5
"2009","S01002260","Health","Quintile",5
"2006","S01002260","Employment","Quintile",5
"2009","S01002260","SIMD","Quintile",5
"2006","S01002260","Education Skills And Training","Quintile",5
"2004","S01002260","SIMD","Quintile",5
"2009","S01002260","Employment","Quintile",5
"2006","S01002260","SIMD","Quintile",5
"2012","S01002260","Crime","Quintile",5
"2009","S01002260","Crime","Quintile",5
"2012","S01002260","SIMD","Quintile",5
"2012","S01002260","Access To Services","Quintile",2
"2009","S01002260","Access To Services","Quintile",2
"2012","S01002260","Employment","Quintile",5
"2006","S01002260","Crime","Quintile",5
"2006","S01002260","Access To Services","Quintile",1
"2004","S01002260","Access To Services","Quintile",1
"2004","S01002260","Housing","Quintile",5
"2012","S01002261","Access To Services","Rank",5285
"2006","S01002261","Health","Rank",3593
"2009","S01002261","Employment","Rank",4195
"2012","S01002261","Health","Rank",3489
"2006","S01002261","SIMD","Rank",4561
"2006","S01002261","Crime","Rank",4731
"2004","S01002261","Employment","Rank",3978
"2012","S01002261","Crime","Rank",3701
"2004","S01002261","Access To Services","Rank",4916
"2009","S01002261","Health","Rank",3873
"2012","S01002261","Income","Rank",4792
"2004","S01002261","Health","Rank",4237
"2004","S01002261","Income","Rank",4147
"2004","S01002261","SIMD","Rank",4423
"2012","S01002261","Education Skills And Training","Rank",4940
"2009","S01002261","Access To Services","Rank",5628
"2006","S01002261","Income","Rank",4276
"2012","S01002261","Employment","Rank",4620
"2006","S01002261","Housing","Rank",3029
"2012","S01002261","Housing","Rank",3029
"2006","S01002261","Employment","Rank",3849
"2009","S01002261","Crime","Rank",3984
"2006","S01002261","Access To Services","Rank",5566
"2009","S01002261","Education Skills And Training","Rank",4091
"2012","S01002261","SIMD","Rank",5105
"2004","S01002261","Education Skills And Training","Rank",3346
"2009","S01002261","SIMD","Rank",4800
"2009","S01002261","Income","Rank",4454
"2009","S01002261","Housing","Rank",3029
"2006","S01002261","Education Skills And Training","Rank",3803
"2004","S01002261","Housing","Rank",3029
"2006","S01002261","SIMD","Decile",8
"2012","S01002261","Education Skills And Training","Decile",8
"2004","S01002261","Access To Services","Decile",8
"2006","S01002261","Access To Services","Decile",9
"2012","S01002261","Crime","Decile",6
"2009","S01002261","SIMD","Decile",8
"2009","S01002261","Access To Services","Decile",9
"2009","S01002261","Crime","Decile",7
"2012","S01002261","Access To Services","Decile",9
"2006","S01002261","Crime","Decile",8
"2012","S01002261","Employment","Decile",8
"2004","S01002261","Employment","Decile",7
"2006","S01002261","Employment","Decile",6
"2012","S01002261","SIMD","Decile",8
"2004","S01002261","SIMD","Decile",7
"2009","S01002261","Employment","Decile",7
"2012","S01002261","Health","Decile",6
"2004","S01002261","Education Skills And Training","Decile",6
"2006","S01002261","Health","Decile",6
"2006","S01002261","Education Skills And Training","Decile",6
"2009","S01002261","Health","Decile",6
"2009","S01002261","Education Skills And Training","Decile",7
"2004","S01002261","Health","Decile",7
"2006","S01002261","Income","Decile",7
"2004","S01002261","Housing","Decile",5
"2012","S01002261","Housing","Decile",5
"2004","S01002261","Income","Decile",7
"2012","S01002261","Income","Decile",8
"2009","S01002261","Housing","Decile",5
"2006","S01002261","Housing","Decile",5
"2009","S01002261","Income","Decile",7
"2009","S01002261","Education Skills And Training","Vigintile",13
"2012","S01002261","Education Skills And Training","Vigintile",16
"2006","S01002261","Education Skills And Training","Vigintile",12
"2004","S01002261","Education Skills And Training","Vigintile",11
"2009","S01002261","Employment","Vigintile",13
"2004","S01002261","Employment","Vigintile",13
"2006","S01002261","Employment","Vigintile",12
"2012","S01002261","Employment","Vigintile",15
"2004","S01002261","Health","Vigintile",14
"2012","S01002261","Health","Vigintile",11
"2006","S01002261","Health","Vigintile",12
"2009","S01002261","Health","Vigintile",12
"2012","S01002261","Housing","Vigintile",10
"2004","S01002261","Housing","Vigintile",10
"2006","S01002261","Housing","Vigintile",10
"2009","S01002261","Housing","Vigintile",10
"2004","S01002261","Access To Services","Vigintile",16
"2006","S01002261","Access To Services","Vigintile",18
"2009","S01002261","Access To Services","Vigintile",18
"2012","S01002261","Access To Services","Vigintile",17
"2006","S01002261","Crime","Vigintile",15
"2012","S01002261","Crime","Vigintile",12
"2009","S01002261","Crime","Vigintile",13
"2009","S01002261","Income","Vigintile",14
"2006","S01002261","Income","Vigintile",14
"2012","S01002261","Income","Vigintile",15
"2004","S01002261","Income","Vigintile",13
"2012","S01002261","SIMD","Vigintile",16
"2006","S01002261","SIMD","Vigintile",15
"2004","S01002261","SIMD","Vigintile",14
"2009","S01002261","SIMD","Vigintile",15
"2012","S01002261","Housing","Quintile",3
"2004","S01002261","Employment","Quintile",4
"2009","S01002261","Income","Quintile",4
"2006","S01002261","Income","Quintile",4
"2012","S01002261","Income","Quintile",4
"2006","S01002261","Housing","Quintile",3
"2004","S01002261","Income","Quintile",4
"2009","S01002261","Housing","Quintile",3
"2006","S01002261","Health","Quintile",3
"2012","S01002261","Education Skills And Training","Quintile",4
"2004","S01002261","Health","Quintile",4
"2004","S01002261","Education Skills And Training","Quintile",3
"2009","S01002261","Education Skills And Training","Quintile",4
"2012","S01002261","Health","Quintile",3
"2009","S01002261","Health","Quintile",3
"2006","S01002261","Employment","Quintile",3
"2009","S01002261","SIMD","Quintile",4
"2006","S01002261","Education Skills And Training","Quintile",3
"2004","S01002261","SIMD","Quintile",4
"2009","S01002261","Employment","Quintile",4
"2006","S01002261","SIMD","Quintile",4
"2012","S01002261","Crime","Quintile",3
"2009","S01002261","Crime","Quintile",4
"2012","S01002261","SIMD","Quintile",4
"2012","S01002261","Access To Services","Quintile",5
"2009","S01002261","Access To Services","Quintile",5
"2012","S01002261","Employment","Quintile",4
"2006","S01002261","Crime","Quintile",4
"2006","S01002261","Access To Services","Quintile",5
"2004","S01002261","Access To Services","Quintile",4
"2004","S01002261","Housing","Quintile",3
"2012","S01002262","Access To Services","Rank",3786
"2006","S01002262","Health","Rank",5859
"2009","S01002262","Employment","Rank",4498
"2012","S01002262","Health","Rank",5234
"2006","S01002262","SIMD","Rank",5755
"2006","S01002262","Crime","Rank",5563
"2004","S01002262","Employment","Rank",5248
"2012","S01002262","Crime","Rank",2043
"2004","S01002262","Access To Services","Rank",4703
"2009","S01002262","Health","Rank",5512
"2012","S01002262","Income","Rank",5164
"2004","S01002262","Health","Rank",5145
"2004","S01002262","Income","Rank",5563
"2004","S01002262","SIMD","Rank",5991
"2012","S01002262","Education Skills And Training","Rank",5096
"2009","S01002262","Access To Services","Rank",4102
"2006","S01002262","Income","Rank",4916
"2012","S01002262","Employment","Rank",4771
"2006","S01002262","Housing","Rank",5209
"2012","S01002262","Housing","Rank",5209
"2006","S01002262","Employment","Rank",4677
"2009","S01002262","Crime","Rank",2509
"2006","S01002262","Access To Services","Rank",3997
"2009","S01002262","Education Skills And Training","Rank",5416
"2012","S01002262","SIMD","Rank",5330
"2004","S01002262","Education Skills And Training","Rank",5142
"2009","S01002262","SIMD","Rank",5374
"2009","S01002262","Income","Rank",5198
"2009","S01002262","Housing","Rank",5209
"2006","S01002262","Education Skills And Training","Rank",5971
"2004","S01002262","Housing","Rank",5209
"2006","S01002262","SIMD","Decile",9
"2012","S01002262","Education Skills And Training","Decile",8
"2004","S01002262","Access To Services","Decile",8
"2006","S01002262","Access To Services","Decile",7
"2012","S01002262","Crime","Decile",4
"2009","S01002262","SIMD","Decile",9
"2009","S01002262","Access To Services","Decile",7
"2009","S01002262","Crime","Decile",4
"2012","S01002262","Access To Services","Decile",6
"2006","S01002262","Crime","Decile",9
"2012","S01002262","Employment","Decile",8
"2004","S01002262","Employment","Decile",9
"2006","S01002262","Employment","Decile",8
"2012","S01002262","SIMD","Decile",9
"2004","S01002262","SIMD","Decile",10
"2009","S01002262","Employment","Decile",7
"2012","S01002262","Health","Decile",9
"2004","S01002262","Education Skills And Training","Decile",8
"2006","S01002262","Health","Decile",10
"2006","S01002262","Education Skills And Training","Decile",10
"2009","S01002262","Health","Decile",9
"2009","S01002262","Education Skills And Training","Decile",9
"2004","S01002262","Health","Decile",8
"2006","S01002262","Income","Decile",8
"2004","S01002262","Housing","Decile",9
"2012","S01002262","Housing","Decile",9
"2004","S01002262","Income","Decile",9
"2012","S01002262","Income","Decile",8
"2009","S01002262","Housing","Decile",9
"2006","S01002262","Housing","Decile",9
"2009","S01002262","Income","Decile",8
"2009","S01002262","Education Skills And Training","Vigintile",17
"2012","S01002262","Education Skills And Training","Vigintile",16
"2006","S01002262","Education Skills And Training","Vigintile",19
"2004","S01002262","Education Skills And Training","Vigintile",16
"2009","S01002262","Employment","Vigintile",14
"2004","S01002262","Employment","Vigintile",17
"2006","S01002262","Employment","Vigintile",15
"2012","S01002262","Employment","Vigintile",15
"2004","S01002262","Health","Vigintile",16
"2012","S01002262","Health","Vigintile",17
"2006","S01002262","Health","Vigintile",19
"2009","S01002262","Health","Vigintile",17
"2012","S01002262","Housing","Vigintile",17
"2004","S01002262","Housing","Vigintile",17
"2006","S01002262","Housing","Vigintile",17
"2009","S01002262","Housing","Vigintile",17
"2004","S01002262","Access To Services","Vigintile",15
"2006","S01002262","Access To Services","Vigintile",13
"2009","S01002262","Access To Services","Vigintile",13
"2012","S01002262","Access To Services","Vigintile",12
"2006","S01002262","Crime","Vigintile",18
"2012","S01002262","Crime","Vigintile",7
"2009","S01002262","Crime","Vigintile",8
"2009","S01002262","Income","Vigintile",16
"2006","S01002262","Income","Vigintile",16
"2012","S01002262","Income","Vigintile",16
"2004","S01002262","Income","Vigintile",18
"2012","S01002262","SIMD","Vigintile",17
"2006","S01002262","SIMD","Vigintile",18
"2004","S01002262","SIMD","Vigintile",19
"2009","S01002262","SIMD","Vigintile",17
"2012","S01002262","Housing","Quintile",5
"2004","S01002262","Employment","Quintile",5
"2009","S01002262","Income","Quintile",4
"2006","S01002262","Income","Quintile",4
"2012","S01002262","Income","Quintile",4
"2006","S01002262","Housing","Quintile",5
"2004","S01002262","Income","Quintile",5
"2009","S01002262","Housing","Quintile",5
"2006","S01002262","Health","Quintile",5
"2012","S01002262","Education Skills And Training","Quintile",4
"2004","S01002262","Health","Quintile",4
"2004","S01002262","Education Skills And Training","Quintile",4
"2009","S01002262","Education Skills And Training","Quintile",5
"2012","S01002262","Health","Quintile",5
"2009","S01002262","Health","Quintile",5
"2006","S01002262","Employment","Quintile",4
"2009","S01002262","SIMD","Quintile",5
"2006","S01002262","Education Skills And Training","Quintile",5
"2004","S01002262","SIMD","Quintile",5
"2009","S01002262","Employment","Quintile",4
"2006","S01002262","SIMD","Quintile",5
"2012","S01002262","Crime","Quintile",2
"2009","S01002262","Crime","Quintile",2
"2012","S01002262","SIMD","Quintile",5
"2012","S01002262","Access To Services","Quintile",3
"2009","S01002262","Access To Services","Quintile",4
"2012","S01002262","Employment","Quintile",4
"2006","S01002262","Crime","Quintile",5
"2006","S01002262","Access To Services","Quintile",4
"2004","S01002262","Access To Services","Quintile",4
"2004","S01002262","Housing","Quintile",5
"2012","S01002263","Access To Services","Rank",2064
"2006","S01002263","Health","Rank",6428
"2009","S01002263","Employment","Rank",6081
"2012","S01002263","Health","Rank",6115
"2006","S01002263","SIMD","Rank",6378
"2006","S01002263","Crime","Rank",4393
"2004","S01002263","Employment","Rank",6452
"2012","S01002263","Crime","Rank",3755
"2004","S01002263","Access To Services","Rank",1763
"2009","S01002263","Health","Rank",6307
"2012","S01002263","Income","Rank",6258
